0,1,2,3,4,5,6,7,8,9,10
dessert,shopping bags,,,,,,,,,
canned beer,hygiene articles,,,,,,,,,
tropical fruit,soda,butter milk,,,,,,,,
soda,whole milk,,,,,,,,,
bottled beer,yogurt,,,,,,,,,
whipped/sour cream,other vegetables,pot plants,,,,,,,,
soda,curd,,,,,,,,,
domestic eggs,fruit/vegetable juice,,,,,,,,,
pork,root vegetables,,,,,,,,,
root vegetables,whole milk,,,,,,,,,
other vegetables,fruit/vegetable juice,,,,,,,,,
baking powder,brown bread,,,,,,,,,
beef,dessert,,,,,,,,,
whole milk,domestic eggs,syrup,,,,,,,,
yogurt,margarine,long life bakery product,coffee,,,,,,,
other vegetables,semi-finished bread,,,,,,,,,
butter,whipped/sour cream,rolls/buns,,,,,,,,
cat food,soda,,,,,,,,,
other vegetables,specialty bar,long life bakery product,,,,,,,,
other vegetables,other vegetables,,,,,,,,,
rolls/buns,whole milk,,,,,,,,,
soda,candles,,,,,,,,,
hygiene articles,dessert,,,,,,,,,
meat,oil,candles,female sanitary products,,,,,,,
sausage,root vegetables,,,,,,,,,
shopping bags,whole milk,whole milk,whole milk,detergent,flour,,,,,
popcorn,long life bakery product,,,,,,,,,
whole milk,pastry,seasonal products,berries,long life bakery product,yogurt,coffee,,,,
soda,hard cheese,,,,,,,,,
bottled water,seasonal products,,,,,,,,,
citrus fruit,newspapers,,,,,,,,,
newspapers,butter,long life bakery product,,,,,,,,
coffee,shopping bags,,,,,,,,,
pork,domestic eggs,,,,,,,,,
tropical fruit,candy,fruit/vegetable juice,,,,,,,,
whole milk,root vegetables,hygiene articles,,,,,,,,
root vegetables,yogurt,chocolate,shopping bags,,,,,,,
sausage,yogurt,,,,,,,,,
dessert,white bread,salty snack,cat food,,,,,,,
meat,butter,frozen dessert,,,,,,,,
herbs,curd,,,,,,,,,
sausage,rolls/buns,,,,,,,,,
soda,whole milk,,,,,,,,,
sliced cheese,dessert,shopping bags,,,,,,,,
frozen meals,other vegetables,,,,,,,,,
chicken,misc. beverages,,,,,,,,,
newspapers,chicken,pip fruit,,,,,,,,
citrus fruit,bottled beer,,,,,,,,,
soda,UHT-milk,newspapers,white bread,,,,,,,
bottled beer,frozen vegetables,sliced cheese,,,,,,,,
rolls/buns,domestic eggs,,,,,,,,,
ham,other vegetables,,,,,,,,,
whole milk,processed cheese,,,,,,,,,
flour,UHT-milk,,,,,,,,,
beef,long life bakery product,,,,,,,,,
other vegetables,mustard,,,,,,,,,
soda,shopping bags,,,,,,,,,
citrus fruit,whole milk,,,,,,,,,
frankfurter,ice cream,soda,,,,,,,,
berries,newspapers,frozen fish,,,,,,,,
ketchup,hard cheese,rolls/buns,,,,,,,,
beef,liquor (appetizer),frozen vegetables,,,,,,,,
frankfurter,hard cheese,bottled beer,,,,,,,,
bottled beer,berries,,,,,,,,,
other vegetables,shopping bags,,,,,,,,,
detergent,newspapers,,,,,,,,,
rolls/buns,brown bread,canned beer,,,,,,,,
whole milk,bottled beer,,,,,,,,,
white bread,soda,,,,,,,,,
citrus fruit,specialty chocolate,,,,,,,,,
whole milk,butter,,,,,,,,,
whole milk,oil,,,,,,,,,
brown bread,rolls/buns,citrus fruit,frozen fish,chocolate,,,,,,
margarine,berries,yogurt,coffee,soda,chewing gum,,,,,
frozen meals,other vegetables,,,,,,,,,
cream cheese ,domestic eggs,,,,,,,,,
domestic eggs,dessert,,,,,,,,,
tropical fruit,yogurt,,,,,,,,,
whole milk,newspapers,,,,,,,,,
coffee,beef,dishes,brown bread,pastry,,,,,,
frozen vegetables,dessert,,,,,,,,,
other vegetables,pip fruit,fruit/vegetable juice,,,,,,,,
yogurt,whole milk,waffles,,,,,,,,
citrus fruit,whipped/sour cream,,,,,,,,,
hard cheese,butter milk,long life bakery product,,,,,,,,
pork,condensed milk,oil,,,,,,,,
root vegetables,liquor,,,,,,,,,
whipped/sour cream,pastry,napkins,,,,,,,,
sausage,pork,butter,whole milk,fruit/vegetable juice,,,,,,
frozen fish,bottled beer,,,,,,,,,
whole milk,butter milk,rubbing alcohol,fruit/vegetable juice,,,,,,,
other vegetables,red/blush wine,,,,,,,,,
root vegetables,dishes,,,,,,,,,
citrus fruit,chewing gum,brown bread,,,,,,,,
soda,soda,,,,,,,,,
photo/film,pip fruit,butter,liquor (appetizer),bottled beer,sweet spreads,,,,,
chocolate,long life bakery product,,,,,,,,,
root vegetables,tropical fruit,,,,,,,,,
other vegetables,napkins,,,,,,,,,
soda,spices,shopping bags,,,,,,,,
pip fruit,rolls/buns,,,,,,,,,
tropical fruit,bottled water,cream cheese ,,,,,,,,
rolls/buns,onions,,,,,,,,,
whipped/sour cream,brown bread,,,,,,,,,
tropical fruit,soda,,,,,,,,,
cereals,sugar,,,,,,,,,
bottled beer,root vegetables,,,,,,,,,
yogurt,dental care,,,,,,,,,
pip fruit,rolls/buns,,,,,,,,,
hygiene articles,potato products,,,,,,,,,
dessert,frozen fish,,,,,,,,,
root vegetables,tropical fruit,other vegetables,processed cheese,,,,,,,
pip fruit,tropical fruit,shopping bags,,,,,,,,
curd,grapes,soups,whole milk,,,,,,,
root vegetables,whole milk,,,,,,,,,
meat,tropical fruit,whipped/sour cream,,,,,,,,
sugar,specialty bar,,,,,,,,,
dish cleaner,whole milk,canned fish,,,,,,,,
other vegetables,chewing gum,soft cheese,,,,,,,,
dessert,sausage,whole milk,oil,,,,,,,
dessert,hamburger meat,,,,,,,,,
sausage,bottled beer,,,,,,,,,
tropical fruit,UHT-milk,whole milk,,,,,,,,
root vegetables,root vegetables,frozen vegetables,,,,,,,,
pork,pet care,margarine,,,,,,,,
yogurt,other vegetables,baking powder,candy,,,,,,,
long life bakery product,whole milk,pip fruit,pork,frozen dessert,,,,,,
margarine,frozen vegetables,,,,,,,,,
sausage,pip fruit,hard cheese,frozen vegetables,,,,,,,
ham,UHT-milk,,,,,,,,,
processed cheese,rolls/buns,,,,,,,,,
zwieback,yogurt,,,,,,,,,
other vegetables,rolls/buns,,,,,,,,,
other vegetables,rolls/buns,soda,,,,,,,,
dishes,pastry,,,,,,,,,
beef,whole milk,pet care,citrus fruit,,,,,,,
meat,herbs,,,,,,,,,
rolls/buns,hard cheese,,,,,,,,,
turkey,kitchen towels,,,,,,,,,
rolls/buns,white wine,,,,,,,,,
other vegetables,curd,,,,,,,,,
rolls/buns,citrus fruit,,,,,,,,,
pastry,whole milk,sausage,soda,soda,sliced cheese,domestic eggs,,,,
frankfurter,pip fruit,rolls/buns,,,,,,,,
oil,chocolate,,,,,,,,,
tropical fruit,brown bread,,,,,,,,,
brown bread,ice cream,fruit/vegetable juice,,,,,,,,
yogurt,whipped/sour cream,,,,,,,,,
rolls/buns,fruit/vegetable juice,,,,,,,,,
male cosmetics,canned beer,,,,,,,,,
candy,rolls/buns,UHT-milk,,,,,,,,
pip fruit,brandy,,,,,,,,,
whole milk,brown bread,,,,,,,,,
bottled beer,semi-finished bread,,,,,,,,,
frankfurter,bottled water,pickled vegetables,,,,,,,,
pip fruit,nut snack,napkins,,,,,,,,
beverages,rolls/buns,soups,white bread,,,,,,,
root vegetables,liver loaf,white bread,domestic eggs,cream cheese ,,,,,,
whole milk,ice cream,,,,,,,,,
root vegetables,white bread,,,,,,,,,
frozen meals,frozen dessert,,,,,,,,,
pastry,soda,instant coffee,,,,,,,,
domestic eggs,roll products ,,,,,,,,,
frankfurter,citrus fruit,,,,,,,,,
rolls/buns,yogurt,newspapers,margarine,,,,,,,
grapes,root vegetables,shopping bags,,,,,,,,
fruit/vegetable juice,frozen vegetables,,,,,,,,,
bottled beer,tropical fruit,white wine,,,,,,,,
cream cheese ,pudding powder,,,,,,,,,
soda,grapes,,,,,,,,,
curd,yogurt,,,,,,,,,
pip fruit,soda,,,,,,,,,
pip fruit,grapes,pastry,,,,,,,,
beef,spices,,,,,,,,,
whipped/sour cream,yogurt,,,,,,,,,
root vegetables,pastry,,,,,,,,,
specialty chocolate,pastry,,,,,,,,,
candy,citrus fruit,pasta,soda,,,,,,,
bottled beer,oil,,,,,,,,,
liquor (appetizer),onions,whole milk,butter,cream cheese ,specialty cheese,,,,,
bottled water,other vegetables,spread cheese,yogurt,specialty bar,,,,,,
pip fruit,pip fruit,,,,,,,,,
pasta,tropical fruit,,,,,,,,,
canned beer,napkins,specialty bar,,,,,,,,
pork,liquor,long life bakery product,,,,,,,,
other vegetables,beverages,ice cream,shopping bags,,,,,,,
sausage,frozen meals,instant coffee,,,,,,,,
whole milk,frozen vegetables,,,,,,,,,
tropical fruit,cream cheese ,,,,,,,,,
whipped/sour cream,citrus fruit,,,,,,,,,
hamburger meat,yogurt,,,,,,,,,
salty snack,whole milk,,,,,,,,,
other vegetables,tropical fruit,,,,,,,,,
frankfurter,waffles,,,,,,,,,
curd,curd,,,,,,,,,
bottled water,UHT-milk,,,,,,,,,
butter milk,bottled beer,,,,,,,,,
turkey,rolls/buns,,,,,,,,,
sausage,hygiene articles,,,,,,,,,
yogurt,whole milk,,,,,,,,,
specialty chocolate,root vegetables,popcorn,soups,,,,,,,
chicken,UHT-milk,,,,,,,,,
tropical fruit,whole milk,,,,,,,,,
sliced cheese,butter,,,,,,,,,
frankfurter,misc. beverages,,,,,,,,,
yogurt,whole milk,,,,,,,,,
bottled water,bottled beer,brown bread,,,,,,,,
UHT-milk,herbs,newspapers,,,,,,,,
butter,coffee,pastry,bottled beer,,,,,,,
pip fruit,cake bar,,,,,,,,,
cream cheese ,other vegetables,,,,,,,,,
meat,canned beer,soda,,,,,,,,
tropical fruit,chocolate,,,,,,,,,
chicken,frozen meals,napkins,,,,,,,,
canned beer,salty snack,,,,,,,,,
whole milk,chocolate,packaged fruit/vegetables,rolls/buns,,,,,,,
whole milk,soft cheese,soda,brown bread,,,,,,,
salty snack,bottled water,,,,,,,,,
liver loaf,rolls/buns,,,,,,,,,
sausage,chewing gum,,,,,,,,,
root vegetables,hygiene articles,domestic eggs,,,,,,,,
liver loaf,other vegetables,,,,,,,,,
sausage,other vegetables,,,,,,,,,
herbs,vinegar,chocolate,cleaner,,,,,,,
soda,soda,canned fruit,processed cheese,soda,shopping bags,,,,,
chewing gum,citrus fruit,,,,,,,,,
sausage,spread cheese,,,,,,,,,
root vegetables,whipped/sour cream,,,,,,,,,
whole milk,citrus fruit,pip fruit,butter,grapes,ice cream,margarine,whipped/sour cream,,,
domestic eggs,whole milk,bottled water,,,,,,,,
pasta,flower (seeds),,,,,,,,,
yogurt,pip fruit,,,,,,,,,
citrus fruit,citrus fruit,bottled water,pastry,,,,,,,
chocolate,liquor,,,,,,,,,
yogurt,margarine,,,,,,,,,
tropical fruit,bottled water,kitchen towels,processed cheese,,,,,,,
curd,rice,other vegetables,canned fish,,,,,,,
other vegetables,dishes,,,,,,,,,
pip fruit,fruit/vegetable juice,whipped/sour cream,soda,,,,,,,
hamburger meat,yogurt,,,,,,,,,
onions,waffles,,,,,,,,,
chicken,whole milk,,,,,,,,,
margarine,rolls/buns,,,,,,,,,
rolls/buns,whole milk,soda,,,,,,,,
beef,canned beer,,,,,,,,,
soft cheese,coffee,,,,,,,,,
coffee,whole milk,,,,,,,,,
yogurt,flour,,,,,,,,,
root vegetables,white bread,canned fish,,,,,,,,
beverages,whole milk,,,,,,,,,
citrus fruit,waffles,,,,,,,,,
UHT-milk,bottled beer,,,,,,,,,
specialty chocolate,other vegetables,,,,,,,,,
specialty chocolate,brown bread,,,,,,,,,
frankfurter,oil,other vegetables,,,,,,,,
red/blush wine,bottled beer,yogurt,pip fruit,mustard,,,,,,
rolls/buns,canned beer,,,,,,,,,
long life bakery product,waffles,canned vegetables,soft cheese,,,,,,,
root vegetables,pastry,,,,,,,,,
frankfurter,beverages,,,,,,,,,
other vegetables,photo/film,,,,,,,,,
whipped/sour cream,rolls/buns,soda,,,,,,,,
specialty bar,soda,,,,,,,,,
beef,curd,,,,,,,,,
grapes,napkins,,,,,,,,,
meat,sausage,cake bar,root vegetables,,,,,,,
spread cheese,other vegetables,whole milk,,,,,,,,
bottled beer,soda,hygiene articles,chicken,whole milk,whole milk,canned beer,curd,soda,,
beef,tea,,,,,,,,,
pip fruit,specialty chocolate,,,,,,,,,
dessert,napkins,,,,,,,,,
pip fruit,sliced cheese,sugar,,,,,,,,
white bread,bottled water,,,,,,,,,
whole milk,citrus fruit,butter milk,specialty bar,,,,,,,
soda,domestic eggs,,,,,,,,,
bottled beer,margarine,,,,,,,,,
brown bread,frozen fish,,,,,,,,,
cat food,soda,yogurt,margarine,,,,,,,
other vegetables,prosecco,pot plants,,,,,,,,
root vegetables,sausage,brown bread,UHT-milk,sliced cheese,frozen vegetables,white bread,,,,
citrus fruit,other vegetables,pip fruit,pork,soda,yogurt,herbs,red/blush wine,,,
other vegetables,processed cheese,,,,,,,,,
softener,margarine,,,,,,,,,
beef,root vegetables,,,,,,,,,
whole milk,bottled beer,,,,,,,,,
beef,brown bread,frozen fish,,,,,,,,
tropical fruit,cake bar,,,,,,,,,
frankfurter,pet care,,,,,,,,,
detergent,tropical fruit,shopping bags,soft cheese,,,,,,,
whipped/sour cream,shopping bags,soda,,,,,,,,
other vegetables,beverages,,,,,,,,,
bottled water,canned vegetables,,,,,,,,,
other vegetables,chicken,,,,,,,,,
whole milk,tropical fruit,,,,,,,,,
butter milk,citrus fruit,,,,,,,,,
citrus fruit,hygiene articles,,,,,,,,,
citrus fruit,processed cheese,,,,,,,,,
butter,hygiene articles,,,,,,,,,
citrus fruit,chewing gum,frozen vegetables,margarine,,,,,,,
other vegetables,newspapers,soda,,,,,,,,
newspapers,yogurt,semi-finished bread,,,,,,,,
specialty chocolate,whole milk,red/blush wine,,,,,,,,
liver loaf,hamburger meat,sausage,whole milk,whipped/sour cream,other vegetables,white bread,whole milk,rolls/buns,,
whole milk,sauces,,,,,,,,,
other vegetables,whole milk,,,,,,,,,
bottled beer,other vegetables,,,,,,,,,
bottled water,tidbits,,,,,,,,,
sausage,bottled water,whole milk,ketchup,soda,chewing gum,,,,,
rolls/buns,grapes,domestic eggs,,,,,,,,
other vegetables,whole milk,yogurt,hard cheese,bottled beer,,,,,,
domestic eggs,bottled beer,,,,,,,,,
soda,napkins,,,,,,,,,
pip fruit,root vegetables,pip fruit,spread cheese,,,,,,,
finished products,cocoa drinks,,,,,,,,,
root vegetables,pip fruit,,,,,,,,,
pip fruit,whole milk,,,,,,,,,
tropical fruit,rolls/buns,,,,,,,,,
finished products,whole milk,,,,,,,,,
pip fruit,brown bread,,,,,,,,,
tropical fruit,coffee,canned vegetables,,,,,,,,
sugar,other vegetables,,,,,,,,,
rolls/buns,onions,,,,,,,,,
curd,curd,rolls/buns,,,,,,,,
flour,brown bread,,,,,,,,,
chewing gum,cake bar,,,,,,,,,
other vegetables,cream cheese ,,,,,,,,,
pork,whipped/sour cream,,,,,,,,,
chicken,other vegetables,,,,,,,,,
chocolate marshmallow,ready soups,,,,,,,,,
frankfurter,whole milk,,,,,,,,,
pork,soda,,,,,,,,,
tropical fruit,sausage,root vegetables,spread cheese,,,,,,,
yogurt,butter,,,,,,,,,
brown bread,bottled water,,,,,,,,,
whole milk,cream cheese ,,,,,,,,,
kitchen towels,bottled water,citrus fruit,butter,hygiene articles,,,,,,
canned beer,whole milk,,,,,,,,,
whole milk,tropical fruit,,,,,,,,,
sparkling wine,softener,,,,,,,,,
canned beer,yogurt,,,,,,,,,
sausage,bottled water,,,,,,,,,
bottled beer,yogurt,pastry,butter,shopping bags,,,,,,
berries,pip fruit,,,,,,,,,
root vegetables,bottled water,,,,,,,,,
hard cheese,waffles,misc. beverages,,,,,,,,
sausage,other vegetables,,,,,,,,,
other vegetables,whole milk,,,,,,,,,
whole milk,pork,other vegetables,domestic eggs,,,,,,,
spread cheese,cooking chocolate,,,,,,,,,
domestic eggs,other vegetables,,,,,,,,,
chicken,tropical fruit,citrus fruit,yogurt,,,,,,,
berries,butter milk,,,,,,,,,
canned beer,curd,,,,,,,,,
tropical fruit,fruit/vegetable juice,,,,,,,,,
brown bread,pastry,,,,,,,,,
soda,citrus fruit,,,,,,,,,
whole milk,yogurt,,,,,,,,,
rolls/buns,white bread,,,,,,,,,
sausage,shopping bags,,,,,,,,,
rolls/buns,whole milk,frozen vegetables,newspapers,,,,,,,
liver loaf,frozen vegetables,soda,curd,,,,,,,
rolls/buns,flower (seeds),,,,,,,,,
beef,pot plants,frozen meals,,,,,,,,
frozen vegetables,tropical fruit,,,,,,,,,
salty snack,butter milk,,,,,,,,,
frankfurter,whole milk,other vegetables,root vegetables,,,,,,,
citrus fruit,citrus fruit,,,,,,,,,
ham,yogurt,,,,,,,,,
whole milk,cling film/bags,,,,,,,,,
frankfurter,bottled beer,pastry,,,,,,,,
frozen dessert,fruit/vegetable juice,,,,,,,,,
roll products ,dishes,,,,,,,,,
long life bakery product,beef,tidbits,butter,,,,,,,
brown bread,pastry,canned beer,,,,,,,,
root vegetables,yogurt,,,,,,,,,
onions,whipped/sour cream,,,,,,,,,
other vegetables,UHT-milk,,,,,,,,,
brown bread,rolls/buns,processed cheese,,,,,,,,
sugar,soda,,,,,,,,,
other vegetables,white bread,whole milk,,,,,,,,
tropical fruit,misc. beverages,,,,,,,,,
other vegetables,pip fruit,napkins,,,,,,,,
bottled water,whole milk,citrus fruit,citrus fruit,pickled vegetables,salad dressing,,,,,
frankfurter,rolls/buns,bottled beer,other vegetables,yogurt,soups,yogurt,UHT-milk,,,
sausage,other vegetables,frankfurter,coffee,pastry,bottled water,soda,whole milk,,,
tropical fruit,rice,,,,,,,,,
sausage,house keeping products,,,,,,,,,
butter,shopping bags,,,,,,,,,
canned fish,specialty cheese,yogurt,specialty vegetables,,,,,,,
hygiene articles,bottled water,,,,,,,,,
canned beer,soda,,,,,,,,,
sausage,soda,pastry,flower (seeds),newspapers,,,,,,
root vegetables,margarine,rolls/buns,,,,,,,,
onions,onions,,,,,,,,,
root vegetables,ham,butter,brown bread,pastry,spread cheese,,,,,
frozen vegetables,pastry,,,,,,,,,
whole milk,sausage,pastry,spices,soda,,,,,,
turkey,root vegetables,other vegetables,berries,salty snack,,,,,,
citrus fruit,sliced cheese,napkins,,,,,,,,
beef,pastry,,,,,,,,,
margarine,other vegetables,,,,,,,,,
sausage,pickled vegetables,,,,,,,,,
soda,bottled water,whipped/sour cream,,,,,,,,
newspapers,grapes,onions,coffee,,,,,,,
other vegetables,chewing gum,,,,,,,,,
coffee,baking powder,,,,,,,,,
coffee,margarine,,,,,,,,,
whole milk,seasonal products,specialty fat,flour,,,,,,,
snack products,mayonnaise,bottled water,,,,,,,,
tropical fruit,pip fruit,herbs,yogurt,bottled water,sweet spreads,,,,,
soda,onions,,,,,,,,,
dessert,mayonnaise,,,,,,,,,
yogurt,chicken,bottled water,whole milk,flour,detergent,,,,,
tropical fruit,bottled water,whipped/sour cream,,,,,,,,
yogurt,yogurt,,,,,,,,,
tropical fruit,photo/film,,,,,,,,,
cat food,shopping bags,,,,,,,,,
other vegetables,brown bread,,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
spread cheese,specialty bar,,,,,,,,,
frozen meals,jam,,,,,,,,,
white wine,rolls/buns,,,,,,,,,
frozen fish,ketchup,,,,,,,,,
meat,pip fruit,beverages,soda,,,,,,,
finished products,UHT-milk,,,,,,,,,
white bread,salty snack,,,,,,,,,
whole milk,detergent,yogurt,fruit/vegetable juice,,,,,,,
root vegetables,coffee,soda,,,,,,,,
salty snack,root vegetables,,,,,,,,,
frankfurter,specialty chocolate,brown bread,herbs,rolls/buns,,,,,,
fruit/vegetable juice,root vegetables,,,,,,,,,
soda,beef,beef,rolls/buns,shopping bags,chocolate,processed cheese,brown bread,dessert,,
sausage,candy,,,,,,,,,
hamburger meat,dish cleaner,,,,,,,,,
citrus fruit,bottled water,napkins,,,,,,,,
citrus fruit,brown bread,,,,,,,,,
rolls/buns,other vegetables,chewing gum,,,,,,,,
rolls/buns,margarine,,,,,,,,,
butter,candy,,,,,,,,,
root vegetables,whole milk,whole milk,newspapers,bottled water,,,,,,
grapes,rolls/buns,,,,,,,,,
sausage,beverages,,,,,,,,,
root vegetables,fruit/vegetable juice,berries,newspapers,chewing gum,,,,,,
white wine,dishes,,,,,,,,,
turkey,other vegetables,,,,,,,,,
pip fruit,yogurt,,,,,,,,,
soda,other vegetables,,,,,,,,,
butter,sauces,,,,,,,,,
domestic eggs,whole milk,bottled beer,,,,,,,,
shopping bags,salty snack,house keeping products,,,,,,,,
meat,yogurt,soda,red/blush wine,,,,,,,
whole milk,whole milk,,,,,,,,,
beverages,chewing gum,rolls/buns,,,,,,,,
newspapers,misc. beverages,,,,,,,,,
sweet spreads,coffee,,,,,,,,,
newspapers,beef,,,,,,,,,
root vegetables,bottled beer,,,,,,,,,
canned beer,red/blush wine,,,,,,,,,
soda,pip fruit,pasta,,,,,,,,
sliced cheese,dessert,cream cheese ,,,,,,,,
zwieback,specialty chocolate,,,,,,,,,
chicken,herbs,,,,,,,,,
onions,domestic eggs,shopping bags,,,,,,,,
UHT-milk,whole milk,newspapers,domestic eggs,,,,,,,
rolls/buns,shopping bags,,,,,,,,,
frankfurter,tropical fruit,,,,,,,,,
sweet spreads,male cosmetics,,,,,,,,,
other vegetables,mustard,soups,,,,,,,,
white wine,curd,,,,,,,,,
citrus fruit,brown bread,pastry,,,,,,,,
tropical fruit,citrus fruit,,,,,,,,,
soda,dish cleaner,,,,,,,,,
butter milk,soda,seasonal products,,,,,,,,
dessert,processed cheese,UHT-milk,,,,,,,,
onions,hamburger meat,whole milk,tropical fruit,pet care,root vegetables,yogurt,flour,,,
berries,rolls/buns,,,,,,,,,
whole milk,whole milk,,,,,,,,,
chocolate,soda,,,,,,,,,
meat,whole milk,whipped/sour cream,,,,,,,,
beef,root vegetables,,,,,,,,,
canned beer,domestic eggs,whole milk,,,,,,,,
brown bread,whole milk,light bulbs,,,,,,,,
root vegetables,whipped/sour cream,specialty bar,,,,,,,,
tropical fruit,whipped/sour cream,,,,,,,,,
soda,detergent,,,,,,,,,
whipped/sour cream,oil,,,,,,,,,
chicken,other vegetables,frozen meals,,,,,,,,
whole milk,soda,,,,,,,,,
fruit/vegetable juice,frozen vegetables,chocolate,,,,,,,,
frozen potato products,margarine,,,,,,,,,
bottled beer,butter,,,,,,,,,
root vegetables,rice,,,,,,,,,
whole milk,tropical fruit,,,,,,,,,
sausage,long life bakery product,,,,,,,,,
onions,onions,,,,,,,,,
citrus fruit,cat food,,,,,,,,,
processed cheese,tropical fruit,,,,,,,,,
yogurt,salty snack,,,,,,,,,
beverages,whole milk,,,,,,,,,
onions,bottled water,,,,,,,,,
bottled water,other vegetables,,,,,,,,,
tropical fruit,other vegetables,pastry,tropical fruit,long life bakery product,bottled water,UHT-milk,fruit/vegetable juice,,,
yogurt,hygiene articles,,,,,,,,,
meat,yogurt,,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
canned beer,root vegetables,hard cheese,specialty cheese,,,,,,,
root vegetables,domestic eggs,,,,,,,,,
frankfurter,specialty chocolate,,,,,,,,,
bottled beer,ice cream,,,,,,,,,
curd,pastry,,,,,,,,,
sausage,roll products ,,,,,,,,,
other vegetables,bottled water,,,,,,,,,
yogurt,soda,yogurt,,,,,,,,
whole milk,whole milk,,,,,,,,,
bottled beer,whole milk,citrus fruit,other vegetables,soft cheese,,,,,,
domestic eggs,soda,,,,,,,,,
liquor (appetizer),candy,misc. beverages,,,,,,,,
fruit/vegetable juice,root vegetables,,,,,,,,,
sausage,sliced cheese,,,,,,,,,
pork,brown bread,,,,,,,,,
soda,hygiene articles,,,,,,,,,
ham,other vegetables,,,,,,,,,
citrus fruit,bottled beer,roll products ,,,,,,,,
whole milk,other vegetables,,,,,,,,,
root vegetables,other vegetables,dessert,,,,,,,,
chicken,whole milk,canned beer,,,,,,,,
root vegetables,soda,,,,,,,,,
soda,meat,,,,,,,,,
meat,waffles,,,,,,,,,
meat,whole milk,whole milk,yogurt,,,,,,,
oil,citrus fruit,,,,,,,,,
butter,newspapers,,,,,,,,,
pork,whole milk,,,,,,,,,
frozen meals,onions,,,,,,,,,
butter,whole milk,,,,,,,,,
sausage,processed cheese,baking powder,specialty cheese,,,,,,,
rolls/buns,domestic eggs,,,,,,,,,
canned beer,soda,,,,,,,,,
bottled beer,yogurt,butter milk,,,,,,,,
specialty bar,yogurt,,,,,,,,,
pork,pastry,,,,,,,,,
beef,pastry,,,,,,,,,
root vegetables,salty snack,,,,,,,,,
coffee,misc. beverages,,,,,,,,,
ham,chicken,condensed milk,other vegetables,whipped/sour cream,,,,,,
yogurt,whole milk,soft cheese,,,,,,,,
